,name,EFA,thc_input,cbd_input,type_Indica,type_Sativa
745,Kiwiskunk,"Happy, Hungry, Sleepy, Creative, Horny, Citrus, Depression, Insomnia, Stress",861.6176470588235,16.0,0,0
746,Kobain Kush,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Anxious, Earthy, Pain, Stress, Depression, Insomnia",861.6176470588235,16.0,0,0
747,Kraken,"Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth, Earthy, Stress, Insomnia, Muscle Spasms",858.4444444444445,13.0,1,0
748,Krishna Kush,"Relaxed, Happy, Horny, Sleepy, Sweet, Berry, Lavender, Pain, Insomnia, Stress",858.4444444444445,13.0,1,0
749,Kushadelic,"Relaxed, Sleepy, Hungry, Euphoric, Uplifted, Dry Mouth, Paranoid, Pine, Earthy, Sweet, Insomnia, Inflammation, Lack of Appetite, Pain, Stress",861.6176470588235,16.0,0,0
750,LA OG,"Relaxed, Euphoric, Tingly, Happy, Sleepy, Dry Mouth, Paranoid, Berry, Grape, Pain, Stress, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
751,LA Ultra,"Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Lemon, Insomnia, Stress, Pain",858.4444444444445,13.0,1,0
752,L.A.K. Federal Reserve,"Relaxed, Tingly, Hungry, Uplifted, Creative, Dry Mouth, Lemon, Earthy, Sweet, Lack of Appetite, Nausea, Pain, Stress",858.4444444444445,13.0,1,0
753,Lashkar Gah,"Relaxed, Euphoric, Sleepy, Hungry, Happy, Earthy, Sweet, Pain, Insomnia, Lack of Appetite, Stress",858.4444444444445,13.0,1,0
754,Lee Roy,"Relaxed, Sleepy, Happy, Euphoric, Creative, Dry Mouth, Paranoid, Lime, Earthy, Pain, Depression, Stress, Insomnia",861.6176470588235,16.0,0,0
755,Legend OG,"Relaxed, Sleepy, Euphoric, Hungry, Uplifted, Dry Mouth, Earthy, Pine, Insomnia, Pain, Nausea, Stress, Depression",861.6176470588235,16.0,0,0
756,Lime Purple Mist,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Lime, Berry, Lack of Appetite, Pain, Stress, Depression",858.4444444444445,13.0,1,0
757,Lime Sorbet,"Euphoric, Relaxed, Sleepy, Uplifted, Happy, Lime, Sweet, Lemon, Insomnia, Stress",858.4444444444445,13.0,1,0
758,Locomotion,"Euphoric, Relaxed, Happy, Talkative, Dry Mouth, Paranoid, Anxious, Earthy, Stress, Pain, Depression, Nausea",861.6176470588235,16.0,0,0
759,Love Potion #9,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Sweet, Honey, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0,0,0
760,Lucid Bolt,"Hungry, Relaxed, Sleepy, Talkative, Dry Mouth, Blueberry, Berry, Earthy, Insomnia, Lack of Appetite, Stress, Depression",858.4444444444445,13.0,1,0
761,Mad Scientist,"Relaxed, Euphoric, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid, Earthy, Pine, Insomnia, Pain, Stress, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
762,Magic Beans OG,"Happy, Sleepy, Euphoric, Relaxed, Tingly, Lemon, Pine, Depression, Stress",858.4444444444445,13.0,1,0
763,Magnificent Mile,"Euphoric, Tingly, Happy, Sleepy, Uplifted, Dry Mouth, Berry, Earthy, Depression, Pain, Insomnia, Nausea",858.4444444444445,13.0,1,0
764,Mangolicious,"Talkative, Uplifted, Creative, Energetic, Euphoric, Sweet, Pineapple, Depression, Muscle Spasms, Pain",858.4444444444445,13.0,1,0
765,Master Jedi,"Relaxed, Hungry, Euphoric, Creative, Sleepy, Dry Mouth, Anxious, Earthy, Skunk, Stress, Insomnia, Inflammation, Depression",858.4444444444445,13.0,1,0
766,Mataro Blue,"Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth, Berry, Earthy, Sweet, Pain, Stress, Depression, Insomnia, Muscle Spasms",861.6176470588235,16.0,0,0
767,Mazar Kush,"Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Anxious, Earthy, Pain, Insomnia, Inflammation, Stress, Nausea",858.4444444444445,13.0,1,0
768,Mendo Breath,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Pain, Insomnia, Depression",861.6176470588235,16.0,0,0
769,Merlot OG,"Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Earthy, Stress, Insomnia, Muscle Spasms, Depression",861.6176470588235,16.0,0,0
770,Milky Way,"Euphoric, Happy, Relaxed, Sleepy, Tingly, Dry Mouth, Paranoid, Sweet, Lavender, Stress, Depression, Pain, Nausea",861.6176470588235,16.0,0,0
771,Molokaâ€™i Frost,"Uplifted, Relaxed, Euphoric, Happy, Tingly, Earthy, Depression, Pain, Stress, Inflammation",858.4444444444445,13.0,1,0
772,Molokaâ€™i Purpz,"Horny, Creative, Euphoric, Relaxed, Sleepy, Dry Mouth, Anxious, Berry, Grape, Sweet, Inflammation, Insomnia, Lack of Appetite, Muscle Spasms, Nausea",858.4444444444445,13.0,1,0
773,Money Maker,"Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Paranoid, Earthy, Berry, Skunk, Pain, Insomnia, Muscle Spasms, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
774,Monolith,"Relaxed, Sleepy, Tingly, Euphoric, Focused, Earthy, Pine, Insomnia, Lack of Appetite, Pain, Stress, Depression",858.4444444444445,13.0,1,0
775,Mossimo OG,"Euphoric, Focused, Relaxed, Sleepy, Uplifted, Dry Mouth, Honey, Lemon, Depression, Nausea, Pain, Stress",858.4444444444445,13.0,1,0
776,Motavation,"Relaxed, Creative, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious, Sweet, Pain, Muscle Spasms",861.6176470588235,16.0,0,0
777,Mother of Berries,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Anxious, Paranoid, Berry, Blueberry, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
778,Mt. Cook,"Euphoric, Focused, Happy, Relaxed, Sleepy, Ammonia, Pepper, Depression, Inflammation, Lack of Appetite, Muscle Spasms",858.4444444444445,13.0,1,0
779,Negra 44,"Creative, Energetic, Relaxed, Hungry, Talkative, Sweet, Earthy, Citrus, Insomnia, Lack of Appetite, Muscle Spasms, Pain",858.4444444444445,13.0,1,0
780,Nexus OG,"Relaxed, Euphoric, Happy, Horny, Sleepy, Dry Mouth, Sweet, Berry, Earthy, Depression, Insomnia, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
781,Nice Cherry,"Happy, Talkative, Uplifted, Relaxed, Hungry, Dry Mouth, Sweet, Berry, Depression, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
782,Nicole Kush,"Relaxed, Euphoric, Sleepy, Uplifted, Dry Mouth, Earthy, Sweet, Insomnia, Depression",861.6176470588235,16.0,0,0
783,Night Terror OG,"Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Anxious, Paranoid, Berry, Earthy, Insomnia, Stress, Pain, Depression",861.6176470588235,16.0,0,0
784,Night Train,"Relaxed, Sleepy, Tingly, Euphoric, Uplifted, Pepper, Insomnia, Pain, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
785,Nordle,"Relaxed, Happy, Sleepy, Focused, Dry Mouth, Paranoid, Anxious, Pine, Stress, Pain, Depression, Inflammation, Muscle Spasms",861.6176470588235,16.0,0,0
786,North American Indica,"Relaxed, Focused, Sleepy, Uplifted, Dry Mouth, Earthy, Insomnia, Pain, Depression, Nausea",858.4444444444445,13.0,1,0
787,North Indian,"Uplifted, Happy, Hungry, Horny, Sleepy, Dry Mouth, Earthy, Muscle Spasms, Nausea, Stress",858.4444444444445,13.0,1,0
788,Northern Wreck,"Euphoric, Happy, Relaxed, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Depression, Stress, Pain, Nausea",861.6176470588235,16.0,0,0
789,Nuken,"Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Citrus, Earthy, Depression, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
790,Obama Kush,"Relaxed, Uplifted, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pain, Stress, Depression, Nausea, Muscle Spasms",861.6176470588235,16.0,0,0
791,OCA Gold,"Sleepy, Relaxed, Tingly, Euphoric, Happy, Honey, Vanilla, Stress, Depression, Inflammation, Insomnia",858.4444444444445,13.0,1,0
792,OG LA Affie,"Relaxed, Happy, Euphoric, Tingly, Dry Mouth, Earthy, Pepper, Pain, Stress, Insomnia, Depression",858.4444444444445,13.0,1,0
793,OG Los Angeles Kush,"Sleepy, Relaxed, Happy, Hungry, Tingly, Earthy, Pain",858.4444444444445,13.0,1,0
794,Ogre Berry,"Focused, Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Blueberry, Berry, Earthy, Stress, Lack of Appetite, Insomnia, Pain, Depression",861.6176470588235,16.0,0,0
795,Opal OG Kush,"Relaxed, Euphoric, Horny, Happy, Focused, Dry Mouth, Paranoid, Earthy, Lavender, Strawberry, Stress, Insomnia, Muscle Spasms, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
796,Orange Afghani,"Uplifted, Euphoric, Happy, Hungry, Relaxed, Sweet, Orange, Depression, Insomnia, Lack of Appetite, Pain",858.4444444444445,13.0,1,0
797,Orange Romulan,"Euphoric, Relaxed, Sweet, Citrus, Orange, Muscle Spasms, Pain",858.4444444444445,13.0,1,0
798,Oregon Diesel,"Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Insomnia, Pain",861.6176470588235,16.0,0,0
799,Ortega,"Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth, Pepper, Earthy, Depression, Pain",861.6176470588235,16.0,0,0
800,P-51,"Happy, Tingly, Uplifted, Relaxed, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Insomnia, Nausea, Stress",858.4444444444445,13.0,1,0
801,Pacific Blue,"Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth, Blueberry, Berry, Stress, Insomnia, Pain, Depression",858.4444444444445,13.0,1,0
802,Pakistan Valley Kush,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Pine, Sweet, Earthy, Insomnia, Stress, Depression, Pain, Lack of Appetite",858.4444444444445,13.0,1,0
803,Pakistani Chitral Kush,"Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth, Earthy, Sweet, Berry, Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite",858.4444444444445,13.0,1,0
804,Paris XXX,"Creative, Horny, Uplifted, Energetic, Euphoric, Anxious, Sweet, Depression",858.4444444444445,13.0,1,0
805,Petrolia Headstash,"Uplifted, Happy, Relaxed, Horny, Euphoric, Anxious, Berry, Stress, Inflammation, Pain",861.6176470588235,16.0,0,0
806,Peyote Cookies,"Uplifted, Creative, Euphoric, Relaxed, Happy, Dry Mouth, Sweet, Grape, Stress, Insomnia, Pain, Depression",858.4444444444445,13.0,1,0
807,Pez,"Euphoric, Happy, Energetic, Talkative, Relaxed, Dry Mouth, Paranoid, Sweet, Citrus, Pain, Inflammation, Stress, Insomnia, Depression",858.4444444444445,13.0,1,0
808,Phishhead Kush,"Happy, Talkative, Tingly, Uplifted, Sweet, Berry, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0,1,0
809,Pine Tar Kush,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious, Pine, Earthy, Stress, Depression, Pain, Insomnia, Inflammation",861.6176470588235,16.0,0,0
810,Pink Berry,"Sleepy, Uplifted, Horny, Talkative, Tingly, Sweet, Insomnia, Depression",861.6176470588235,16.0,0,0
811,Pink Bubba,"Relaxed, Sleepy, Euphoric, Hungry, Tingly, Dry Mouth, Anxious, Earthy, Sweet, Stress, Pain, Insomnia, Depression, Muscle Spasms",858.4444444444445,13.0,1,0
812,Pink Champagne,"Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Anxious, Berry, Sweet, Rose, Stress, Depression, Insomnia",858.4444444444445,13.0,1,0
813,Pink Death Star,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Dry Mouth, Earthy, Berry, Pain, Depression, Lack of Appetite, Nausea, Insomnia",861.6176470588235,16.0,0,0
814,Plushberry,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Berry, Sweet, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
815,Pokie,"Euphoric, Happy, Relaxed, Focused, Uplifted, Dry Mouth, Anxious, Paranoid, Citrus, Depression, Nausea",858.4444444444445,13.0,1,0
816,Popcorn Kush,"Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Insomnia, Stress, Pain, Depression",858.4444444444445,13.0,1,0
817,Pre-98 Bubba Kush,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Earthy, Coffee, Pine, Pain, Stress, Insomnia, Inflammation, Lack of Appetite",858.4444444444445,13.0,1,0
818,Presidential OG,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Earthy, Pine, Insomnia, Stress, Pain, Lack of Appetite, Depression",861.6176470588235,16.0,0,0
819,Primus,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Citrus, Stress, Lack of Appetite, Pain, Insomnia, Depression",861.6176470588235,16.0,0,0
820,Puna Buddaz,"Uplifted, Happy, Sleepy, Talkative, Creative, Anxious, Sweet, Inflammation, Lack of Appetite, Pain, Stress",858.4444444444445,13.0,1,0
821,Punky Lion,"Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth, Earthy, Sweet, Stress, Depression, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
822,Pure Love,"Focused, Relaxed, Mango, Earthy, Pain, Stress",858.4444444444445,13.0,1,0
823,Purple Berry,"Relaxed, Euphoric, Sleepy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious, Berry, Blueberry, Sweet, Pain, Nausea, Stress, Insomnia",861.6176470588235,16.0,0,0
824,Purple Bubba,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth, Grape, Berry, Sweet, Lack of Appetite, Muscle Spasms, Inflammation, Pain, Stress",858.4444444444445,13.0,1,0
825,Purple Bud,"Relaxed, Sleepy, Happy, Euphoric, Focused, Dry Mouth, Pine, Pepper, Lavender, Depression, Stress, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
826,Purple Bush,"Relaxed, Creative, Focused, Euphoric, Sleepy, Dry Mouth, Sweet, Berry, Grape, Stress, Depression, Insomnia, Lack of Appetite, Pain",858.4444444444445,13.0,1,0
827,Purple Cheddar,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Sweet, Grape, Pain, Insomnia, Inflammation, Muscle Spasms, Stress",861.6176470588235,16.0,0,0
828,Purple Chemdawg,"Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth, Anxious, Grape, Earthy, Sweet, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0,1,0
829,Purple Cotton Candy,"Relaxed, Happy, Uplifted, Hungry, Talkative, Dry Mouth, Paranoid, Sweet, Earthy, Berry, Stress, Depression, Lack of Appetite, Insomnia, Pain",858.4444444444445,13.0,1,0
830,Purple Elephant,"Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Grape, Stress, Pain, Insomnia, Lack of Appetite, Depression",861.6176470588235,16.0,0,0
831,Purple Hindu Kush,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Anxious, Earthy, Berry, Stress, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
832,Purple Jolly Rancher,"Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Anxious, Citrus, Insomnia, Pain, Nausea, Depression",861.6176470588235,16.0,0,0
833,Purple Martian Kush,"Relaxed, Euphoric, Happy, Creative, Focused, Dry Mouth, Anxious, Sweet, Berry, Grape, Pain, Stress, Insomnia, Depression",858.4444444444445,13.0,1,0
834,Purple Monkey Balls,"Happy, Euphoric, Relaxed, Creative, Sleepy, Dry Mouth, Paranoid, Anxious, Earthy, Grape, Sweet, Stress, Pain, Depression",861.6176470588235,16.0,0,0
835,Purple OG Kush,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Stress, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
836,Purple Panty Dropper,"Relaxed, Uplifted, Euphoric, Horny, Happy, Dry Mouth, Anxious, Paranoid, Berry, Grape, Earthy, Stress, Pain, Muscle Spasms, Insomnia, Depression",861.6176470588235,16.0,0,0
837,Purple People Eater,"Uplifted, Creative, Euphoric, Focused, Relaxed, Grape, Depression, Stress",861.6176470588235,16.0,0,0
838,Purple Punch,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Sweet, Berry, Grape, Stress, Depression, Pain, Inflammation, Muscle Spasms",861.6176470588235,16.0,0,0
839,Purple Star,"Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious, Berry, Citrus, Pine, Pain, Insomnia, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
840,Quin-N-Tonic,"Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth, Sweet, Blueberry, Stress, Pain, Depression, Nausea, Lack of Appetite",858.4444444444445,13.0,1,0
841,Qush,"Relaxed, Sleepy, Uplifted, Happy, Euphoric, Dry Mouth, Citrus, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
842,Rainbow Jones,"Relaxed, Euphoric, Focused, Talkative, Uplifted, Earthy, Sweet, Depression, Stress, Inflammation, Lack of Appetite",858.4444444444445,13.0,1,0
843,Rare Dankness #1,"Happy, Relaxed, Euphoric, Sleepy, Dry Mouth, Anxious, Paranoid, Earthy, Berry, Pain, Depression, Inflammation, Muscle Spasms, Insomnia",861.6176470588235,16.0,0,0
844,Rare Darkness,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Anxious, Grape, Citrus, Sweet, Insomnia, Pain, Stress, Muscle Spasms, Inflammation",861.6176470588235,16.0,0,0
845,Ray Charles,"Relaxed, Sleepy, Tingly, Happy, Euphoric, Dry Mouth, Earthy, Pain, Stress, Insomnia, Nausea, Lack of Appetite",861.6176470588235,16.0,0,0
846,Reclining Buddha,"Relaxed, Euphoric, Creative, Hungry, Happy, Dry Mouth, Paranoid, Earthy, Insomnia, Stress, Inflammation, Nausea",858.4444444444445,13.0,1,0
847,Red Eye OG,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Earthy, Sweet, Insomnia, Stress, Pain, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
848,Remedy,"Relaxed, Sleepy, Happy, Uplifted, Focused, Dry Mouth, Earthy, Citrus, Stress, Pain, Depression, Insomnia, Inflammation",858.4444444444445,13.0,1,0
849,Rip City Purps,"Euphoric, Relaxed, Uplifted, Happy, Hungry, Grape, Depression, Inflammation, Insomnia, Muscle Spasms",858.4444444444445,13.0,1,0
850,Rockbud,"Euphoric, Happy, Relaxed, Sleepy, Uplifted, Dry Mouth, Paranoid, Skunk, Depression, Pain, Insomnia, Nausea",858.4444444444445,13.0,1,0
851,Rockstar Kush,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Skunk, Stress, Depression, Insomnia, Lack of Appetite, Nausea",858.4444444444445,13.0,1,0
852,Rockstar Master Kush,"Relaxed, Euphoric, Sleepy, Hungry, Dry Mouth, Sweet, Pine, Berry, Insomnia, Pain, Stress, Depression, Lack of Appetite",858.4444444444445,13.0,1,0
853,Rockstar,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid, Earthy, Stress, Depression, Pain, Insomnia, Inflammation",861.6176470588235,16.0,0,0
854,Rocky Mountain Blueberry,"Euphoric, Uplifted, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid, Blueberry, Berry, Sweet, Stress, Depression, Pain",858.4444444444445,13.0,1,0
855,Rollex OG Kush,"Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Paranoid, Earthy, Ammonia, Stress, Pain, Depression, Nausea",861.6176470588235,16.0,0,0
856,Rose Bud,"Relaxed, Happy, Creative, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Rose, Sweet, Stress, Insomnia, Muscle Spasms, Pain, Depression",858.4444444444445,13.0,1,0
857,Russian Assassin,"Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Anxious, Skunk, Ammonia, Nausea, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
858,Salmon River OG,"Relaxed, Sleepy, Talkative, Happy, Euphoric, Dry Mouth, Earthy, Stress, Depression, Pain, Muscle Spasms, Insomnia",861.6176470588235,16.0,0,0
859,Satellite OG,"Happy, Relaxed, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid, Earthy, Berry, Pain, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
860,Sensi Skunk,"Relaxed, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Citrus, Earthy, Lemon, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
861,Sexxpot,"Relaxed, Uplifted, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Earthy, Pain, Stress, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
862,SFV OG Kush,"Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid, Earthy, Citrus, Sweet, Pain, Muscle Spasms, Inflammation, Insomnia, Depression",858.4444444444445,13.0,1,0
863,Shark Attack,"Happy, Focused, Hungry, Horny, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Skunk, Pain, Stress, Insomnia, Inflammation",861.6176470588235,16.0,0,0
864,Sin City Kush,"Euphoric, Relaxed, Uplifted, Happy, Dry Mouth, Paranoid, Grape, Pine, Insomnia, Stress, Depression, Muscle Spasms",861.6176470588235,16.0,0,0
865,Sirius Black,"Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Sweet, Grape, Stress, Pain, Depression, Muscle Spasms",858.4444444444445,13.0,1,0
866,Skunk 47,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Earthy, Skunk, Pain, Depression, Stress, Nausea",858.4444444444445,13.0,1,0
867,Snoop Dogg OG,"Relaxed, Happy, Euphoric, Sleepy, Dry Mouth, Anxious, Paranoid, Lemon, Earthy, Citrus, Pain, Stress, Lack of Appetite, Insomnia, Inflammation",861.6176470588235,16.0,0,0
868,Snow Leopard,"Euphoric, Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Insomnia, Depression, Inflammation",861.6176470588235,16.0,0,0
869,Snow Monster,"Relaxed, Happy, Hungry, Uplifted, Euphoric, Dry Mouth, Sweet, Earthy, Skunk, Pain, Insomnia, Stress, Lack of Appetite",858.4444444444445,13.0,1,0
870,Snow Ryder,"Horny, Sleepy, Uplifted, Relaxed, Pepper, Earthy, Insomnia, Muscle Spasms, Stress",858.4444444444445,13.0,1,0
871,Somango,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid, Mango, Earthy, Sweet, Pain, Stress, Insomnia, Lack of Appetite, Depression",858.4444444444445,13.0,1,0
872,Sour Ape,"Relaxed, Hungry, Energetic, Happy, Dry Mouth, Skunk, Citrus, Pain, Stress, Lack of Appetite, Nausea",858.4444444444445,13.0,1,0
873,Sour Bubba,"Happy, Euphoric, Uplifted, Energetic, Talkative, Dry Mouth, Pine, Stress, Insomnia, Pain, Depression",861.6176470588235,16.0,0,0
874,Sour Bubble,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious, Sweet, Earthy, Pain, Depression, Nausea, Insomnia, Stress",858.4444444444445,13.0,1,0
875,Sour Spyder,"Horny, Tingly, Energetic, Euphoric, Happy, Ammonia, Citrus, Coffee, Inflammation",858.4444444444445,13.0,1,0
876,South Asian Indica,"Sleepy, Talkative, Uplifted, Euphoric, Dry Mouth, Sweet, Pain, Stress, Depression",858.4444444444445,13.0,1,0
877,South Central LA,"Uplifted, Euphoric, Focused, Hungry, Relaxed, Sweet, Berry, Blueberry, Depression, Stress",858.4444444444445,13.0,1,0
878,Space Dawg,"Relaxed, Euphoric, Uplifted, Talkative, Dry Mouth, Anxious, Sweet, Earthy, Berry, Pain, Nausea, Stress, Muscle Spasms",858.4444444444445,13.0,1,0
879,Space Monster,"Sleepy, Uplifted, Creative, Euphoric, Happy, Dry Mouth, Ammonia, Depression, Inflammation",861.6176470588235,16.0,0,0
880,Special Kush #1,"Relaxed, Euphoric, Tingly, Hungry, Sleepy, Dry Mouth, Earthy, Sweet, Pain, Insomnia, Depression, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
881,Spoetnik #1,"Focused, Sleepy, Creative, Energetic, Euphoric, Lavender, Rose, Depression",861.6176470588235,16.0,0,0
882,Star Berry Indica,"Relaxed, Uplifted, Happy, Euphoric, Energetic, Dry Mouth, Paranoid, Berry, Citrus, Lemon, Stress, Pain, Insomnia, Inflammation",858.4444444444445,13.0,1,0
883,Star Killer,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious, Lemon, Earthy, Pain, Stress, Insomnia, Depression, Nausea",861.6176470588235,16.0,0,0
884,Star Master Kush,"Relaxed, Sleepy, Euphoric, Uplifted, Dry Mouth, Skunk, Pine, Earthy, Stress, Insomnia, Pain, Lack of Appetite, Nausea",858.4444444444445,13.0,1,0
885,StarBud,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Anxious, Earthy, Insomnia, Stress, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
886,Stephen Hawking Kush,"Relaxed, Happy, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid, Earthy, Pine, Stress, Pain, Nausea, Depression",861.6176470588235,16.0,0,0
887,Strawberry Cheesecake,"Relaxed, Uplifted, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Strawberry, Sweet, Depression, Pain, Lack of Appetite, Stress",861.6176470588235,16.0,0,0
888,Strawberry Fields,"Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Strawberry, Berry, Sweet, Stress, Pain, Muscle Spasms, Depression, Insomnia",861.6176470588235,16.0,0,0
889,Strawberry Frost,"Happy, Horny, Relaxed, Hungry, Dry Mouth, Sweet, Strawberry, Earthy, Depression, Stress, Lack of Appetite",858.4444444444445,13.0,1,0
890,Sugar Black Rose,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious, Sweet, Rose, Earthy, Stress, Insomnia, Muscle Spasms, Lack of Appetite",861.6176470588235,16.0,0,0
891,Sugar Kush,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth, Sweet, Earthy, Insomnia, Stress, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
892,Sugar Mama,"Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth, Sweet, Citrus, Stress, Depression, Pain, Insomnia",858.4444444444445,13.0,1,0
